tweet.id,user.id,dataset.author.name,majority_polarity,text,moralbert,roberta_mmp,roberta_mm,liwc_mfd,persp_bert,moral_label,moral_label_polarity,moral_label2
936662743,7854332,yoBro123,neg,I don't think either of these guys actually enjoy debating/disagreement/confrontation. McCain sounds strained. #current,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936662760,5689832,johndoe1211,neg,LOL McCain's calling out Obama on being inflexible. Unreal. #current,nonmoral,authority,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936662762,16083312,tweemarcus,neg,@gregmcneilly #current #debate08 What debate have you been watching lefty?,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936662913,14935605,AtH2O,neg,McCain -2 he can't even keep the cnn republican line happy! #tweetdebate,nonmoral,authority,authority,nonmoral,nonmoral,nonmoral,no moral,authority
936662926,14286848,calweb,neg,"The man who selected Sarah Palin as his VP wants to talk about ""experience"" and ""judgment"". Judgment!  #current #debate",nonmoral,nonmoral,authority,nonmoral,fairness,nonmoral,no moral,nonmoral
936662960,2787761,bluejack,neg,"#current #debate08 #tweetdebate Hey McCain, you voted against Webb's new GI Bill",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936662961,14443268,VizionQuest,neg,Play that violin...McCain is talking about veterans... #current,nonmoral,nonmoral,loyalty,nonmoral,loyalty,loyalty,no moral,nonmoral
936663025,14079705,elaineschoch,neg,Who picked McCain's tie? #current,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936663048,15275677,PinkOliveFamily,neg,"Yeah, McCain, take care of those veterans by NOT SHOWING UP TO VOTE FOR THE GI BILL #current",care,care,care,care,loyalty,care,care,care
936663081,5998452,groby,neg,Obama tried to say that he knows vets well.. guess what can't win that game with McCain.. #current #debate08,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936663148,6471972,paul4dirt,neg,"#current McCain is so smarmy. No, he has NOT taken care of veterans.",nonmoral,fairness,care,care,nonmoral,care,no moral,care
936663207,29283,Shashwati,neg,"If McCain thinks Obama doesn't have the experience needed in a dangerous world, whey did he pick Sarah Palin with even less fp exp? #current",authority,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,authority,nonmoral
936663222,14191192,EATerrell,neg,"Mr. McCain knows the Veterans, but Mr. Obama you are no Veteran. To bad McCain votes against veterans at every chance #current #debate08",nonmoral,nonmoral,loyalty,nonmoral,loyalty,loyalty,no moral,nonmoral
936663230,15907731,cynmc,neg,#current McCain is trying to win on age. He's talking about Obama as an idealistic teen.,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936663231,7936932,Barackbar,neg,"McCain -3 for calling Obama ""stubborn"" #tweetdebate",authority,purity,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936663275,3421641,akohler,neg,#debate08 #current why does obama keep saying that mccain is right? also why is mccain riding petraeus' jock?,authority,nonmoral,nonmoral,nonmoral,care,nonmoral,authority,nonmoral
936663287,790533,davidbdr,neg,"Mccain, how is that useful....quit standing on your 'surge'.....and flexibility....?  where your flexibility. diplomacy.. #debate08 #current",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936663357,14282169,xmerer,neg,"""I honestly don't believe that Sen. Obama has the experience or the knowledge...""  Wow, wow, wow.  So true.  Thanks, McCain #current",nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936663450,794186,ReubenIngber,neg,"LOL. If McCain takes care of veterans, how come he's voting against veteran bills all the time? #current",care,care,care,care,loyalty,care,care,care
936663493,15627816,shashib,neg,what about the GI bill u didnt vote for McCain...LIAR!! #current,nonmoral,loyalty,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936663633,15455810,c4chaos,neg,"McCain seems to keep falling back on saying, ""Obama just doesn't get it.""  Umm...He seems to get it to me.  #tweetdebate #debate08",nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936663654,9317092,EATerrell,neg,McCain -3 calling Obama inflexible  That's the pot calling the kettle black #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936663661,14293032,ceanders,neg,"McCain -2 for yet another instance of ""a noun, a verb and POW"" crutch  #tweetdebate",nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936663668,14941323,daveevans,neg,-1 mc cain's Georgian bias on Georgian - Russia conflict. #tweetdebate,nonmoral,nonmoral,nonmoral,fairness,nonmoral,nonmoral,no moral,nonmoral
936663682,67923,Bringo,neg,"-3 I been there. I been there. I been there.--McCain. #debatetweets, #current",loyalty,nonmoral,nonmoral,nonmoral,fairness,nonmoral,loyalty,nonmoral
936663751,14142059,gwachob,neg,rt @jupiejupe    #current Obama is only talking to the pop vote Mc is talking to the elect vote GAME OVER sadly,nonmoral,authority,loyalty,nonmoral,loyalty,loyalty,no moral,nonmoral
936663860,16377981,EndTheRoboCalls,neg,"Come on people, say it with me ""McSame Old, McSame Old"" #current",nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936663951,15136484,vstraylight,neg,Mccain -1 getting tired? stuttering? #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936664026,14515333,CarriBugbee,neg,"Does voting against the GI bill count as taking care of veterans, John? #current",care,care,care,care,loyalty,care,care,care
936664278,15608555,freshpaint,neg,yeah...he (McCain) really cares about the veterans....that's why he's tried to help Walter Reed #current,care,care,care,care,loyalty,care,care,care
936664393,6596452,mathewballard,neg,#current twennty some years of experience. or of sameoldsame old?,nonmoral,nonmoral,nonmoral,nonmoral,purity,nonmoral,no moral,nonmoral
936664454,1587001,rebot,neg,"john mccain: ""i'm afraid....to look people in the eye"" #current",nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936664544,13453,coffeemakergirl,neg,"#current #debate08 - Ok, let's make McCain the Sec'y of Vet Affairs... instead of President----!!!!!",nonmoral,authority,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936664613,16461236,paul4dirt,neg,mccain keeps whistling! haha #current,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936664683,15399643,darrylohrt,neg,@current So do we now stereotype people from other nations as enemies because they live in a certain country?  #current,loyalty,loyalty,loyalty,loyalty,fairness,loyalty,loyalty,loyalty
936664971,14131877,NTWhite,neg,"mcc is just harping on one or two things, he seems desperate to me.  He's not putting up anything new, no new ideas, just same old. #current",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936665142,5031631,ParandimeX,neg,"#current McCain needs to retire, not take the hardest job on earth!",nonmoral,authority,fairness,nonmoral,loyalty,nonmoral,no moral,nonmoral
936665274,14083477,johndoe1211,neg,Grandpa McCain is going to take care of America?! #current,care,authority,authority,care,loyalty,care,care,care
936665280,11090052,kdoohan,neg,Obama claims national healthcare is a national security issue-liberal? #current,authority,nonmoral,nonmoral,care,fairness,authority,authority,nonmoral
936665419,15186308,mhorta,neg,WHEN is this going to end?!  I thought it was 90 min!!!  #debate08 #current gaaaaaaah,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936665529,15738862,ParandimeX,neg,"I'm outta here. I hope Bill Maher watched the debate. Remember, Barack sucks at debating things, especially because he is stoopid. #current",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936665665,14191192,Heuristocrat,neg,McCain is a veteran and Obama has a father from Kenya? Dang. I didn't know that. Lets be more pedantic invoke apple pie #current #debate08,nonmoral,nonmoral,nonmoral,authority,loyalty,nonmoral,no moral,nonmoral
936665871,14286848,israelpattison,neg,"You don't need any ""on-the-job training?"" You are 72! What if you DIE?! Why Palin if you care about ""on the job training?"" #current",nonmoral,nonmoral,nonmoral,care,loyalty,nonmoral,no moral,nonmoral
936666182,15756083,gingercake,neg,It ain't a popularity matter ya dummy It is national security #current,nonmoral,loyalty,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936666551,16478214,lnxwalt,neg,"#current #tweetdebate Conches, I have to agree.  It's sad",nonmoral,nonmoral,loyalty,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936666901,6788872,EATerrell,neg,Is it good that Obama is talking about Dad ? What next talking his Bro LOL #debate08 #current #debateok08 #mccainshot,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936666904,623033,nubianvixen,neg,McCain just dropped that ball after Obama was lucid about Iraq #current,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936667144,3351541,alexashrugged,neg,"I hate to say it, Obama lost this debate. He's played too much defense and allowed McCain to on the offensive all night. #current",nonmoral,authority,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936667711,14182457,EndTheRoboCalls,neg,"There he goes, the POW card, he couldn't resist #debate08 #current",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936667771,15608555,msblog,neg,then why vote against them McCain you'd think a veteran would support vetrans! - but those in wheelchairs esp. suffer he does shit #current,care,fairness,loyalty,care,care,care,harm,care
936667961,8845642,frijole,neg,"#current if McCain is so pro-veteran, why didn't he vote for the new G.I. Bill?",nonmoral,nonmoral,loyalty,nonmoral,fairness,nonmoral,no moral,nonmoral
936667971,7770342,DonIrvine,neg,Now they're having a blinking contest. #debate08 #current,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936667983,1196381,clarkjolley,neg,"-1 McCain for dredging up the POW stuff, all he knows is war #tweetdebate",nonmoral,fairness,fairness,loyalty,nonmoral,fairness,no moral,fairness
936668137,7862582,TheMacG33k,neg,POW MIA issue is not resolved until EVERYONE comes back! #tweetdebate -50 McCain,loyalty,nonmoral,nonmoral,nonmoral,loyalty,loyalty,betrayal,nonmoral
936668211,1058241,MNCR,neg,"#current all McCain talks about is war ... he is a war lover, a war monger  he would be a president of war",nonmoral,loyalty,loyalty,loyalty,loyalty,loyalty,loyalty,loyalty
936668216,8755102,rghanbari,neg,McCain managed to screw up this debate without any help from Palin.Isn't he sad about Bush screwing vets?. #current #tweetdebate #debate08,nonmoral,authority,authority,care,nonmoral,authority,no moral,authority
936668306,13662722,JohnMcCain2008,neg,#current McPain: when I came home from prison...veterans...heal wounds of war... [that's all you need to know!],nonmoral,nonmoral,nonmoral,care,loyalty,nonmoral,no moral,nonmoral
936668310,2787761,mortgageporter,neg,#current #debate08 #tweetdebate wow ... never mentions that PoW issue does he... good thing he was never tortured (* according to US),nonmoral,care,nonmoral,care,nonmoral,nonmoral,no moral,care
936668313,820585,lfamous,neg,wait. MCCAIN JUST ADMITTED TO BEING IN PRISON!!!! What's the crime? are you allowed to be president if you're a felon? WOW. NEWS #current,nonmoral,fairness,nonmoral,authority,loyalty,nonmoral,no moral,nonmoral
936668511,14104331,downsokc,neg,I think McCain has had 4 strokes throughout this debate.  #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936668587,15077831,jeanniecw,neg,MCCain: Vote for me b/c i got fucked up the ass by the viet cong for 5 yrs....#current #debate08,nonmoral,care,nonmoral,purity,loyalty,nonmoral,no moral,nonmoral
936668602,9174252,valerieinto,neg,"And Sen. Obama finally drops the ""my father was from Kenya, that's where I got my name"" line. #current",nonmoral,nonmoral,nonmoral,authority,loyalty,nonmoral,no moral,nonmoral
936668642,5717882,frijole,neg,ARRRRRRGGGGGGGHHHHH!!!! McCain is talking about being a POW again. Wow! #current,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936668685,14142059,alexashrugged,neg,"rt @Tiak McCain, you know veterans, and will take care of them, yet Vet orgs consistently give you low ratings? #current about a minute ago",care,fairness,loyalty,care,loyalty,care,care,care
936668746,15622006,repmekevets,neg,"I'm not trying to be mean here or say their a problem, but why is he constantly talking about verterans and not the public!? #current",nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936668851,9295822,infooverload,neg,#current    McCain does remind be a bit of Reagan.  I'm waiting for him to start talking about the Pacific Coast Highway.,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936668964,12855832,DDaniello,neg,hmm... expected more of Obama #current,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral,no moral,nonmoral
936669011,16319253,decaturcomp,neg,"Veterans, including myself, are continually being mistreated by an Administration you supported 90% of the time Senator McCain #current",nonmoral,fairness,care,care,loyalty,care,no moral,care
936669236,3558391,garyware_619,neg,i knew he'd end with POW talk...sigh;.. #current,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936669332,14493688,quick13,neg,"#current #debate08 #tweetdebate Overall, crappy debate.  Obama needs to learn to punch harder and go direct for JM's throat.",authority,authority,nonmoral,purity,nonmoral,authority,authority,authority
936669381,1828441,jeffbridges,neg,#tweetdebate If Obama can't get his point in with McCain will he be assertive with foreign leaders?,authority,authority,nonmoral,authority,nonmoral,authority,authority,authority
936669444,10516,Dominick Evans,neg,Hallelujah! It's over! What do you say we all vote for McCain as Miss Congeniality?!!! #tweetdebate,nonmoral,nonmoral,authority,nonmoral,loyalty,nonmoral,no moral,nonmoral
936669470,16480644,c4chaos,neg,"So I learned NOTHING NEW, how about you?#current",nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936669513,3847661,cyn3matic,neg,"How appropriate: McCain is most qualified because he was once a Prisoner. Of War.  Noun, verb, etc. #current",nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936669589,14905300,cuban_dudeca,neg,john mccain does not care about black twitter'ers #current #debate08 #tweetdebate #mccainshot #obamashot,care,nonmoral,loyalty,care,nonmoral,care,harm,care
936669731,7857112,current,neg,#current nobody wins the debate.  everyone came away with the same opinion they came in with.,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936669783,5010931,janoss,neg,"RT  Michael_Lehman    #current #debate08 - Ok, let's make McCain the Sec'y of Vet Affairs... instead of President----!!!!",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936669814,13557972,praeburn,neg,"see McCain snuck in the POW background! #current, #debate08, #tweetdebate",nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936669994,666913,Mary Trigiani,neg,"McCain -3 for being so condescending yet not expounding details of his plans beyond ""I know"" #tweetdebate",nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936670026,15983210,internetgerbil,neg,@lindagoin Not the smoothest transition.,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936670101,15504947,kellyrfeller,neg,I will never agree with McCain on the war #tweetdebate,nonmoral,fairness,loyalty,loyalty,loyalty,loyalty,no moral,loyalty
936670105,1058241,lumatts,neg,#current  McCain never looks at Obama... why is that/,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936670269,849191,Charles Balazs,neg,#current #debate08 Nice choreography of the criss-cross and the wife-hugs.  I hate politcs!,nonmoral,nonmoral,loyalty,loyalty,care,loyalty,no moral,loyalty
936670283,10691392,AngryLeftie,neg,Still wouldn't look at Obama when they shook hands. Ass!  #current #debate08,authority,nonmoral,nonmoral,nonmoral,fairness,nonmoral,authority,nonmoral
936613663,14392603,Populista,neg,#tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936624853,16480248,Delia_Pickles,pos,#tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936670436,2189991,bklynace,neg,Obama - outdebated... there's no room for gray/corrections in a debate #current,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936670645,15194469,brooker22,neg,@kwilson9austin I live with a vet. No way in hell is he voting for McCain. #current #debate08 & you should hear him on Palin. Wowza,nonmoral,nonmoral,nonmoral,purity,loyalty,nonmoral,no moral,nonmoral
936671002,15215393,IanWoolf,neg,McCain in fireside-chat closing statement. Weird. #current #debate08,purity,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,degradation,nonmoral
936671051,15952927,kyeung808,neg,@stealingsand Father Geppetto is losing badly...!,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936671134,16009476,miguerum,neg,"Drink for every time he brings up ""when i came home from prison"" #current",nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936671316,14561920,Wading4U,neg,regardless of who won the debate tonight...we are the ones who lost #current #debate08,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936671669,9833962,davidweiner,neg,McCain won't even look Obama in they eye when shaking hands. He's so dismissive. What an old bastard. #current,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936671683,11090052,miguerum,neg,Obama cites father's desire to come to USA-but he didn't stay #current,nonmoral,nonmoral,nonmoral,authority,fairness,nonmoral,no moral,nonmoral
936671702,14952378,rueben26,neg,Last two points were nothing more than stump speeches by both candidates. #current,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936671800,806323,kdpaine,neg,McCain -1 for overplaying veteran card one or two times too many #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936672268,15999349,PinkOliveFamily,neg,This Obama guy is seriously gonna wreck this country if he wins.  SCARY. #current,nonmoral,care,authority,loyalty,loyalty,loyalty,no moral,care
936672844,16180100,starweaver,neg,"@myentirename Yeah, never mention your African father if you want to be president. #current",nonmoral,authority,nonmoral,authority,loyalty,authority,authority,authority
936673124,15677282,arpit,neg,"Gee, Cindy McCain's suit looks pretty expensive. #Current #debate08 #tweetdebate",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936673332,13573582,soapboxmom,neg,@laughterkey the vp debate is gonna be a joke #current,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936674067,15677282,greacen,neg,McCain is scared of Obama. #Current #debate08 #tweetdebate,authority,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral
936674072,15608555,bobbykearan,neg,@kathrynjones he's racist #current,fairness,loyalty,fairness,fairness,loyalty,fairness,cheating,fairness
936674692,2896341,jupiejupe,neg,#tweetdebate: McCain says he'll take care of veterans. Just not if it includes a GI Bill. McCain knows how to heal wounds of war? Not quite.,care,care,care,care,loyalty,care,care,care
936674864,14445343,kersting,neg,#tweetdebate Mccain lost he sucks hope he does not become President,nonmoral,purity,care,nonmoral,loyalty,nonmoral,no moral,nonmoral
936675094,820585,jwa1970,neg,@MediaLizzy mccain also knows how to create wounds of war by advocating so much war and deploying troops unnecessarily #debate #current,nonmoral,care,care,loyalty,loyalty,care,no moral,care
936675721,15251323,fountaingoats,neg,#current and now the anchors and pundits tell us what we should think,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936676418,14225711,raausar,neg,McCain's wife has had some good work done-but man has she had *a lot* of it. #debate08,nonmoral,fairness,care,loyalty,fairness,fairness,no moral,fairness
936676483,14709419,christophe971,neg,#debate08 #current did someone really just ask if mccain is a felon.  He was in pow camp you idiot,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936676849,6117452,MNHeadhunter,neg,"#debate08 Oh, man--why is C-SPAN2 covering the spin room crap--this is exactly what I HATE about mainstream news.",nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936676892,11895852,DarnellClayton,neg,"If we want real change in DC, vote out all Congresmen and Senators that have been in office over 12 years.  #current",nonmoral,authority,authority,nonmoral,loyalty,authority,no moral,authority
936677041,1058241,ErinNorton,neg,@DominickEvans I have fears that you are right... that it runs so much deeper than any american admits,nonmoral,nonmoral,fairness,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936677085,9640622,auilix,neg,"#debate08 Body language was a big issue for me. In a contentious meeting, would McCain ignore his adversary in the room?",nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936677447,14182457,Flap,neg,The Character Assassination of Barack Obama by the Coward John McCain http://bit.ly/2ZHw59 #debate08 #current,purity,care,nonmoral,nonmoral,nonmoral,nonmoral,degradation,nonmoral
936677478,15024293,snachodog,neg,Retweet @stevenbjohnson #debate08 making a point that depends on the difference between tactics & strategies is always a bad tactic...,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936678216,14057849,CovertRadioShow,neg,This is not a time for on the job training. #current,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936678433,54613,starweaver,neg,Can't wait to watch the VP debate. I wonder if Palin will wear a diaper. She's liable to wet her pants  #debate08,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936678455,14709419,CarriBugbee,neg,@bessemerprocess #debate08  mccain was disrespectful?  Obama kept calling mccain john and not senator.  THAT's disrespectful,authority,authority,authority,nonmoral,nonmoral,authority,authority,authority
936678522,656663,alexashrugged,neg,Cindy McCain is GLOWING RED.  In a burn my eyes way. #debate08,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936678584,1878461,hc,neg,I came into debate not wanting to vote for either.  I leave in the same state of mind. #current,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936678706,3421641,EndTheRoboCalls,neg,@mamalogues you think mccain won #debate08? none of the many experts on CNN agrees with you. sorry...! #current,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936678837,12884962,vanhoosear,neg,"#debate08 I'm hoping the spin coverage points out how condescending McCain was towards Obama, that was frustrating.",nonmoral,loyalty,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936678896,7862582,richmerritt,neg,"wow, Biden is talking but they won't let Palin? Why not? Sexist?? #tweetdebate",fairness,nonmoral,nonmoral,nonmoral,care,nonmoral,fairness,nonmoral
936679060,14445343,valerieinto,neg,#tweetdebate how can you have a spending freeze.  That's ridiculous.,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936679413,471323,CurlingRiver,neg,I'm out of this shit. #current #debate08,nonmoral,nonmoral,nonmoral,purity,loyalty,nonmoral,no moral,nonmoral
936679583,641333,A_Kaplan,neg,CBS observer compares McCain to Nixon. Yikes. #debate08,purity,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,degradation,nonmoral
936679613,3150841,niathena,neg,"McCain came off very rude. If McCain acts this way in office, with his smirking and disdain, he will be no help to America's image. #current",nonmoral,authority,nonmoral,care,loyalty,nonmoral,no moral,nonmoral
936679727,11390312,douglasbass,neg,"mccain is weak on the economy, better @ warmongering & apparently is afraid of direct eye contact #tweetdebate",nonmoral,loyalty,loyalty,nonmoral,fairness,loyalty,no moral,loyalty
936679800,14221389,RobertBluey,neg,seems to me like Obama kind of fell apart there at the end. #current,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936679888,7261022,dynobuoy,neg,"#current #debate08 Okay, that seriously stressed me out.",nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936680409,11099672,GtheGreat,neg,Body Language of McCain = Idiot.  #debate08,purity,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,degradation,nonmoral
936680757,12892722,randyaa,neg,#current mccain or mcblinky,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936680825,9439432,orbitaldiamonds,neg,#debate08 Re: McCain's comment about short North Koreans: Those in glass houses shouldn't throw stones. (McCain is 5'7''.),nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936681387,7807512,TDefren,neg,"#debate08: wow. Obama Camp Mgr Thinks Barry ""Commanded"" the Foreign Policy debate. Laughing so hard my sides hurt.",nonmoral,nonmoral,nonmoral,care,nonmoral,nonmoral,no moral,nonmoral
936681734,812569,shashib,neg,"Sooo... McCain is not afraid to meet with ANY world leader. However, he just proved will not be able to look them in the eye. #debate08",nonmoral,authority,nonmoral,authority,fairness,authority,authority,authority
936681759,3128101,miguerum,neg,"Tonite's big soundbite:  ""I agree with Senator McCain"" from Obama ... that can't play well #debate08",nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
936681822,15677282,orbitaldiamonds,neg,New offshore drilling won't give us any oil for years.  It's a silly idea. #Current #debate08 #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936681944,14302121,barbaranixon,neg,Free Press site is slow so go directly to http://bit.ly/scorecard to Rate the Debate #current #debate08,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936682256,9976332,Stephen Santino,neg,"#current Kissinger backs talks with Iran ""with no conditions"" YIKES!! FAIL!!!! http://tinyurl.com/5pabty",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936682482,14555801,Stephen Santino,neg,"so what was the best line of the night?  thoughts?  i think this debate lacked any ""umph"" #debate08",nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936682700,1058241,Gina Minks,neg,Doesn't anyone remember when McCain went to Iraq and made a fool out of himself?  #current,nonmoral,authority,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936682825,54613,davidweiner,neg,"I tell ya what. I'll need a drink tonight after these debates. Please get Obama/Biden into office, no McCain/Palin #debate08",nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
936683171,14213350,kdpaine,neg,Time for the talking heads! #debate08,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral,no moral,nonmoral
936683499,15535991,tmeyeratwork,neg,"Eugene Robinson is right. Pointing out that you've been there forever, during all the crisis is not a winning point. #debate08",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936683606,54613,Cathleen Rittereiser,neg,How the hell can anyone consider McCain the debate winner???  #debate08,nonmoral,nonmoral,nonmoral,purity,fairness,nonmoral,no moral,nonmoral
936683681,641333,warrenss,neg,"... and now we go to Spin Alley. Or, as I call it, ""Deception Lane."" Changing the channel now. #debate08",nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
936683967,11549612,bevbarnett,neg,@divesnob McCain only blinks so much because he is trying to send subliminal messages to his followers #current #tweetdebate,nonmoral,nonmoral,nonmoral,loyalty,fairness,nonmoral,no moral,nonmoral
936683990,14208721,smenzer,neg,*Sigh* I miss Peter Jennings ... There is a real void tonight. #debate08 #tweetdebate,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
936684062,14581040,Scott_Drummond,neg,@theebayk1d disrespecting traditions during the pledge and National Anthem.,authority,authority,authority,authority,nonmoral,authority,subversion,authority
936684171,4923701,themurmish,neg,I don't really care who you think won if you've already chosen. Of course you think *your* guy won. Any undecided voters swayed? #debate08,nonmoral,nonmoral,nonmoral,care,loyalty,nonmoral,no moral,nonmoral
