tweet.id,user.id,author.nickname,sentiment,target,text,moralbert,roberta_mmp,roberta_mm,liwc_mfd,persp_bert,moral_label,moral_label_polarity,moral_label2
10831679434,17518344,keder,negative,obama,#truth RT @kokomoko: RT @SaysMissy Obama Has divided this country like no other President...#killthebill #tcot #gop #hcr,authority,authority,authority,loyalty,nonmoral,authority,authority,authority
10834453872,7387552,iSebastian_23,positive,hcr,RT @1nv1ctus RT @chelseablobs: How can Republicans be 'pro-life' when they are letting innocent people die by not voting for #HCR ? #c-span,loyalty,care,care,care,care,care,betrayal,care
10834457667,16037181,BunnyRamey,negative,other,"Treason, High Crimes & Misdemeanors! Press Charges on our own government this is a sad day....",loyalty,authority,authority,nonmoral,nonmoral,authority,betrayal,authority
10834238702,35418669,Hobermikersmith,negative,hcr,Kind of sad that only in America could not going far enough to do the right thing be considered ''landmark''. #p2 #hcr,nonmoral,authority,care,nonmoral,care,care,no moral,nonmoral
10834406061,28902856,Todd_Zwillich,neutral,hcr,RT @brikeilarcnn: Rep. Bart Stupak just announced a 4 p.m. press conference. #hcr,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10834441513,24771318,ThePhoenixSun,neutral,hcr,"Tea Party'' thugs spit on Black Rep, shout ''Kill the bill, nigger'' at Rep John Lewis. http://bit.ly/9dDoQS #hcr #news #tcot #p2 Plz RT",nonmoral,care,authority,nonmoral,authority,authority,no moral,nonmoral
10834509884,16545692,lucasoconnor,negative,other,"Remember those heady days when the Supreme Court could rule on the constitutionality of, say... choice? #hcr",nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10834562173,15950463,christinakb,neutral,hcr,BREAKING FROM CAP HILL: Mike Pence just came out onto the balcony w/a sign: ''DEMS DON'T HAVE THE VOTES'' #tcot #hcr #th2dc,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10834697784,30521028,PopulrDiscourse,neutral,hcr,The house is getting rowdy. #hcr very lively debate.,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10834741171,14262217,stales,negative,hcr,If I get hypertension watching #HCR #CSPAN is that considered a pre-existing condition next time I go to the doctor?,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
10834774063,15451696,BradleySRees,neutral,hcr,RT @christinakb BREAKING FROM CAP HILL: Mike Pence just came out onto the balcony w/a sign: ''DEMS DON'T HAVE THE VOTES'' |#hcr #handsoff,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10834740013,8633,rprather,positive,dems,"also, I <3 Rep. Louise Slaughter (D-NY). #p2 #hcr",nonmoral,nonmoral,authority,nonmoral,loyalty,nonmoral,no moral,nonmoral
10834702326,1653161,MarkUrbin,neutral,hcr,RT @christinakb BREAKING FROM CAP HILL: Mike Pence just came out onto the balcony w/a sign: ''DEMS DON'T HAVE THE VOTES'' #tcot #hcr #th2dc,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10834862648,5956042,Izzy_O,neutral,hcr,CNN quoting Dem leaders as having the votes #hcr,nonmoral,nonmoral,nonmoral,authority,authority,authority,no moral,nonmoral
10834801734,31033636,someGit,negative,liberals,"Now if only they would destroy private property, assault people, and attack the authorities, it would be like a mild left-wing protest #hcr",authority,authority,care,care,care,care,subversion,authority
10834964855,24733117,jilevin,negative,gop,The #GOP should sack the elephant and replace it with Chicken Little!  ''The sky is falling! The sky is falling!'' #p2 #topprogs #hcr,nonmoral,authority,authority,nonmoral,loyalty,authority,no moral,authority
10835007707,2049811,jszmajda,negative,conservatives,This is Fox News's ''million man march'' against #hcr. Looks more like a few hundred.  http://twitgoo.com/ld2q8,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral,no moral,nonmoral
10834970891,15675138,cspan,neutral,hcr,Rep. Bart Stupak (D-MI) News conference - LIVE at 4:00pm ET at www.c-span.org #cspan #hcr,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10835079074,10376152,kryanjames,neutral,dems,"As of 317p ET: 39 Democratic 'Firm No, Leaning No, Likely No' http://is.gd/aRUSn #tcot #sgp #ar02 #ar2 #hcr",nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral,no moral,nonmoral
10835034618,32517594,RonSupportsYou,positive,hcr,"Norm Ornstein: ''If Tom Daschle had been confirmed before Tim Geithner, you would have seen a #hcr signing ceremony 4 months ago.'' I agree.",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10835036529,19784501,slicksean,negative,gop,``It is almost like the Salem witch trials. The health bill has become their witch.'' Rep. Barney Frank. For real! #hcr,nonmoral,nonmoral,fairness,care,care,care,no moral,nonmoral
10835053111,30330165,Jumex,neutral,hcr,Watching C-Span today isn't for the faint of heart. #hcr,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10835097807,21417832,standinthegap,negative,hcr,"#HCR WATCH => Unless deal struck w/ Stupak, Dems appear 2B short on votes http://tiny.cc/0wnst RT @MicheleBachmann #killthebill #tcot #sgp",nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
10835036455,29599309,H20Lilly,negative,gop,"If only the repubs spent this much time on obstructing the Iraq & Afghanistan wars instead of #hcr, think how better off we would be now...",nonmoral,authority,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10834321100,14262217,stales,positive,hcr,For every minute the house continues to argue about #HCR... TWO more people die of heart attacks.,care,care,care,care,nonmoral,care,harm,care
10834691789,20351289,thehighsign,positive,hcr,"According to my pal Tim Noah, who's been covering #hcr for Slate, passage of the bill is all but a done deal as of now.Please be right, Tim.",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10835214097,19739126,ChiefDeputyWhip,negative,hcr,Slaughter's scheme makes Senate bill law with all its backroom deals. We need to stop and start over. #hcr #tcot #hc #sgp,nonmoral,authority,nonmoral,fairness,fairness,fairness,no moral,nonmoral
10835146586,25911044,Drsforamerica,neutral,hcr,"At Doctors for America, thousands and thousands of doctors have been fighting for #healthreform for more than a year. #hcr",nonmoral,fairness,loyalty,care,care,care,no moral,fairness
10833120708,15950463,christinakb,negative,hcr,BREAKING FROM CAP HILL: NO vote until at least 4:30p - may go to midnight. THEY DON'T HAVE THE VOTES - CALL-CALL-CALL!! #tcot #th2dc #hcr,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10835228273,15976697,michellemalkin,neutral,hcr,RT @marcambinder: White House official says text of Executive Order will be released ''very soon.'' #hcr,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral,no moral,nonmoral
10835301693,15356145,NewsTrust,neutral,hcr,How are the news media covering today's vote on the health care bill? Check out the best coverage on @NewsTrust: http://bit.ly/4PVhA #hcr,nonmoral,nonmoral,nonmoral,care,care,care,no moral,nonmoral
10835379630,37049965,jeffersondewitt,neutral,hcr,RT @fivethirtyeight: CNN: Steve Driehaus will vote YES. #hcr,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10835396103,3497941,owillis,negative,conservatives,hey #tcot... we surround you. #p2 #hcr,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10835389703,11270992,OpenCongress,positive,hcr,"Via @jcohntnr, here's a timely & thoughtful piece by @ezraklein on who #hcr really targets to help in America: http://tinyurl.com/yhtwk35",loyalty,fairness,nonmoral,care,care,care,betrayal,loyalty
10835371524,21417832,standinthegap,negative,hcr,GOVT #HCR ALREADY FAILS => Medicare Denies More Claims than Top Providers http://bit.ly/25UCkD #sgp #ocra #tcot #teaparty #killthebill #rs,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10835151998,17241517,argylestyle,positive,hcr,I wonder how many of those #hcr protestors took the government run public transportation to get to their anti govt rally?,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10835311973,18170310,OrrinHatch,negative,dems,Why aren't more Democrats willing to stand up for hard-working Americans by voting no on this monstrosity of a bill? #utpol #tcot #hcr,nonmoral,fairness,loyalty,authority,care,fairness,no moral,fairness
10835410210,20004153,newriverone,negative,hcr,"We're saying NO because it's unconstitutional, vastly increases gov't, and infringes on our rights & liberty. DOH! #hcr #c-span",fairness,fairness,fairness,fairness,fairness,fairness,fairness,fairness
10835336712,47839770,Hololio2,negative,gop,Frum: this may end up being #GOP Waterloo due to encouraging radical reaction to #hcr rather than negotiating.,nonmoral,authority,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10835466044,14370357,dbrauer,neutral,hcr,We'll soon see: The Hill says Stupak group voting yes on #hcr. http://bit.ly/alVTZo,nonmoral,nonmoral,nonmoral,loyalty,care,nonmoral,no moral,nonmoral
10835499417,24431892,markos,negative,conservatives,RT @owillis: hey #tcot... we surround you. #p2 #hcr,loyalty,nonmoral,nonmoral,nonmoral,fairness,nonmoral,loyalty,nonmoral
10835582930,30313925,whitehouse,neutral,hcr,Orszag hits back hard at #hcr fiscal critics http://bit.ly/cE28Z9,nonmoral,nonmoral,fairness,nonmoral,care,nonmoral,no moral,nonmoral
10835522152,16906137,pourmecoffee,neutral,hcr,President of National Association for the Advancement of Bart Stupak to speak at 4:00 on #hcr deal.,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10835607887,29716801,Paceset9999,neutral,hcr,"RT @lilleth71  More Buying of Votes >>> Insurers, Doctor-Owned Hospitals Get Late Help - ABC News: http://bit.ly/bwG5TX #tcot #hcr",nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
10835343838,59801837,AULAction,negative,hcr,Call Rep. Paul Kanjorski at (202) 225-6511and urge him to vote NO on #hcr,nonmoral,nonmoral,loyalty,nonmoral,fairness,nonmoral,no moral,nonmoral
10833987511,32389958,pinnie99,negative,hcr,TYRANNY is taking Health Care Choices AWAY from Seniors #tweetcongress #hcr http://bit.ly/dcx9KO,nonmoral,care,care,nonmoral,care,care,no moral,care
10835594921,18622869,ezraklein,negative,hcr,Glad to see @EvaLongoria whipping for #HCR.,nonmoral,care,fairness,nonmoral,loyalty,nonmoral,no moral,nonmoral
10835820627,21146211,latimesmuskal,neutral,dems,#Dems prevail on second point of order in #hcr House debate. #politics,fairness,nonmoral,nonmoral,authority,loyalty,fairness,cheating,nonmoral
10835854849,16017475,fivethirtyeight,neutral,other,Stupak: ''I'm pleased to announce that we have an agreement ... to protect the sanctity of life in #hcr.'',purity,purity,purity,authority,loyalty,purity,purity,purity
10835869792,16930489,ExJon,negative,other,Stupak gives presser introducing the Congressional Gullibility Caucus. #hcr,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10835851551,18313141,Paul_Franklin,negative,dems,Stupak caves for political power: myth of ``pro-life Democrat'' now as dead as the aborted unborn boys and girls #tcot #p2 #hcr,authority,care,care,nonmoral,nonmoral,care,authority,care
10835940539,16984304,mikewaters,negative,hcr,POLLING PROOF: VOTE YES TODAY -- SAY BYE BYE IN NOV @frankpallone @repperlmutter @cbrangel #tweetcongress #hcr...,nonmoral,nonmoral,loyalty,nonmoral,loyalty,loyalty,no moral,nonmoral
10836012877,22069212,Laura__Martin,neutral,hcr,"RT @atdleft: http://bit.ly/btHfOe Stupak folds, Obama exec order here, #hcr now set to pass",nonmoral,nonmoral,nonmoral,authority,authority,authority,no moral,nonmoral
10836001545,15976697,michellemalkin,negative,dems,Stupak folds for an empty piece of paper. Once again confirmed: there is no such thing as a ''moderate Democrat.'' #hcr,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,nonmoral,no moral,nonmoral
10835916223,52629202,suziplasse,negative,other,Stupak is as Stupak does.  #twisters #StormTheHouse #tweetcongress #molonlabe  #hcr,nonmoral,care,authority,nonmoral,authority,authority,no moral,nonmoral
10835960003,15680092,moody609,negative,other,"Well, Stupak just signed his pink slip. #tcot #hcr #killthebill",nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral,no moral,nonmoral
10836028697,16597750,ashmanini,negative,dems,RT @michellemalkin Stupak folds for an empty piece of paper. Once again confirmed: there is no such thing as a ''moderate Democrat.'' #hcr,nonmoral,nonmoral,fairness,nonmoral,authority,nonmoral,no moral,nonmoral
10835966217,20182089,WestWingReport,negative,other,"If there was any doubt that the House would pass #hcr tonight, it has apparently been dispelled with the Stupak news.",nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
10835816508,17772281,thejohnblog,negative,other,"Fine, Stupak. Take your 15 minutes and kindly see your ass off stage. As a fellow attention whore, I'll leave it at that. #hcr",care,nonmoral,nonmoral,loyalty,loyalty,loyalty,care,nonmoral
10835967239,32389958,pinnie99,negative,obama,RT @exposeliberals: I really hope  Hussein Obama undos his executive order in a week or two to make Stupak look like a fool #tcot #hcr,authority,nonmoral,nonmoral,authority,care,authority,authority,authority
10836080064,19739126,ChiefDeputyWhip,negative,hcr,"RT @BuckMcKeon VFW: #HCR Bill Betrays Veterans- dsn't protect #hc programs for vets, service-members or their families http://ow.ly/1p5jt",loyalty,fairness,care,authority,nonmoral,loyalty,betrayal,loyalty
10836077294,15712262,dmont,negative,obama,"If the Stupak Exec. Order exist & is serious, why doesn't POTUS sign it right now! #tcot #HCR #killthebill",nonmoral,authority,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10836082894,24769507,joanmccarter,negative,other,"RT @DavidOAtkins: A fetus is NOT a child, you $#@$#@  @#$@$@#$E. #hcr",nonmoral,fairness,fairness,care,purity,fairness,no moral,fairness
10836091725,18717803,SpectatorDad,neutral,other,Stupak folds for an empty piece of paper. Once again confirmed: there is no such thing as a ''moderate Democrat.'' #hcr (via @michellemalkin),nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
10836180232,37248934,anthropocon,neutral,other,"MONEYBOMB. @SusanAnneHiller: Bart ''The Baby Killer'' Stupaks OPPONENT GIVE NOW, GIVE BIG: http://bit.ly/9jsUCJ #tcot #prolife #hcr",nonmoral,care,care,nonmoral,fairness,care,no moral,care
10836165021,21286108,rsmccain,neutral,other,LATEST: Stupak SELLS OUT! Yoest Declares 'PRO-LIFE EMERGENCY'! http://bit.ly/9an9pg [] #hcr #TeaParty #tcot PLZ ReTweet,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
10836149366,18385910,TellTheTruth1,negative,other,Accept such a promise from 1st presidential candidate ever endorsed by Planned Parenthood? Stupak is a stooge! #tcot #killthebill #hcr #phnm,nonmoral,loyalty,authority,authority,care,authority,no moral,authority
10836192930,14129299,nicopitney,neutral,hcr,"As @RyanGrim notes, with the Stupak crowd in hand, Pelosi would now have had enough votes for a public option #hcr",nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10833506102,17989541,mgpogue,negative,dems,"RT,@LibertyRoll ,ARE YOU ONE OF NANCY'S USEFUL IDIOTS? - YOU GO IN NOV @repjimmatheson @repmikemichaud , #hcr http://bit.ly/AdviceForDems",nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
10836143298,19975667,LesliPhelps,negative,dems,RT @ExJon: RT @RubySlipperblog: Stupak's opponent: http://is.gd/aROJS <--DONATE $ NOW. Kick his ASS out in November. #HCR (via @JackieSeal),nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10836238348,19876849,demosthenes29,neutral,other,Art.1\u00a78 US Const. Does not allow GOV to regulate commerce INACTIVITY! #tcot #teaparty #hcr #congress #killbill #fnc,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10836244731,18464266,peterdaou,positive,hcr,"Seriously, Republicans shouldn't be so dismayed. After all we're talking about helping more Americans get health coverage #hcr",care,fairness,care,care,care,care,care,care
10836201736,14960700,Populista,positive,hcr,I'm proud to have you as the cook Rep. Slaughter. You rock. #hcr #ptdb,nonmoral,nonmoral,fairness,nonmoral,loyalty,nonmoral,no moral,nonmoral
10836301090,40471894,DesireePaquette,negative,hcr,"RT @amy_vrwc: SEIU busing in protestors to the Hill...if you're a patriot in the DC area, get to the Hill NOW. #tcot #hcr #killthebill",loyalty,loyalty,loyalty,loyalty,authority,loyalty,loyalty,loyalty
10835473739,23696410,BrentTeichman,negative,other,"Congrats, Bart Stupak. Your opponent will receive my 1st political contribution of 2010. #HCR #Fraud #Fail #Treason",fairness,fairness,fairness,nonmoral,loyalty,fairness,cheating,fairness
10836211312,3497941,owillis,negative,gop,its kind of amazing to see the gop crumble just a couple months after they elected scott brown and thought that #hcr was dead,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10836362705,29716801,Paceset9999,neutral,liberals,RT @RhodesNews: Progressives: You have awakened a sleeping giant.  http://bit.ly/a9qS4P #hc #p2 #topprog #tcot #tlot #hcr,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10836361508,8431652,Shoq,negative,gop,RT @KagroX: RT @owillis: amazing to see gop crumble...months after they elected brown & thot #hcr was dead | But.. he had a TRUCK!,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
10836408039,33276380,RebelRx06,neutral,hcr,I'm taking a break from this healthcare mess and watching the Rockies vs Royals!  Go Rockies!  #killthebill #hcr #Rockies,nonmoral,nonmoral,nonmoral,care,loyalty,nonmoral,no moral,nonmoral
10836443369,31127446,markknoller,neutral,other,Stupak says his understanding is that Obama would sign the Exec Order after he signs #HCR billl into law.,authority,nonmoral,nonmoral,fairness,fairness,fairness,authority,nonmoral
10836435873,59171312,bemusedmuse,positive,hcr,"Every single person I encounter wants #HCR, this bill & a whole lot more. Along w/ my prof. org and Catholic hospital I work for. Get a grip",nonmoral,authority,nonmoral,care,care,care,no moral,nonmoral
10836404097,21634627,jcohntnr,neutral,other,Stupak: Dems are ''well past 216'' votes for #hcr #healthreform,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
10831239048,55018701,EvanGlassCNN,neutral,hcr,Staten Island's Michael McMahon will vote against #hcr,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
10836383317,24951142,NiallStanage,neutral,other,Stupak: ''We're now well past 216.'' #hcr,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10836541124,32389958,pinnie99,negative,other,RT @DanStlMo: Stupak's opponent: http://is.gd/aROJS <--DONATE $ NOW. Kick has ASS out in November. #HCR #tcot/looks like ur a go!,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10836592317,17934084,ConservativeLA,negative,other,The only free lunch is found in a mousetrap.'' #killthebill #HCR #codered #tcot #GOP @CSPAN,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
10836292961,14832751,cboyack,negative,hcr,"Don't vote ''yes'' because you feel it's good for America. Vote ''yes'' b/c you were bribed or lied to, having not read the bill yourself. #hcr",fairness,authority,fairness,fairness,fairness,fairness,fairness,fairness
10836062412,8035452,CocoMault,negative,conservatives,Doesn't make sense to me that many self-proclaimed pro-lifers don't want us to be able to afford health care once we're born. #hcr,nonmoral,care,care,care,care,care,care,care
10836475826,15976697,michellemalkin,neutral,other,Details of the phony baloney exec order via @jamiedupree http://bit.ly/cgqwRH #hcr,nonmoral,nonmoral,nonmoral,authority,loyalty,nonmoral,no moral,nonmoral
10836631412,60113766,Conservativeind,negative,hcr,"Obama's #HCR bill is going to KILL 700,000 jobs, NOT CREATE THEM. #p2 #tcot #hc http://bit.ly/bNZDyb #gopcodered",nonmoral,nonmoral,care,nonmoral,fairness,nonmoral,no moral,nonmoral
10836200908,44902087,Sr_Lisa,negative,hcr,Our blood is on #Stupak 's hands if #hcr passes today.,nonmoral,care,care,purity,loyalty,care,no moral,care
10836638039,24431892,markos,neutral,hcr,"RT @nicopitney: As @RyanGrim notes, with the Stupak crowd in hand, Pelosi would now have had enough votes for a public option #hcr",nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10836738264,21316936,mdrfl,neutral,other,"RT @LeaderHoyer: I was on MeetthePress this morning to discuss today's expected vote on #hcr http://go.usa.gov/ilv // and you ROCKed, sir!!",nonmoral,fairness,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10836741890,18713667,drhomestead,positive,gop,"RT @ConservativeLA: Thank you, GOP, for standing united. #killthebill #HCR #codered #tcot #GOP @CSPAN #tcot #codered",loyalty,loyalty,nonmoral,loyalty,loyalty,loyalty,loyalty,loyalty
10836644138,29738565,twiggyoh,positive,conservatives,Our Beloved President Ronald Reagen Is Rolling In his Grave..#teaparty #tcot #gop #hcr,nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral,no moral,nonmoral
10828129065,22179069,MichaelinMI,negative,other,Media LYING About Racist Attacks on Black Reps By Tea Party Protesters... VIDEO PROOF [http://bit.ly/aObust] #tcot #HCR,fairness,care,fairness,nonmoral,authority,fairness,cheating,fairness
10836808921,820694,blogdiva,positive,hcr,"if it is going to protect 11,000 families from bankruptcy, then RADICALIZE ME --Rep Alcee Hastings on #HCR",care,care,care,authority,care,care,care,care
10836754182,11270992,OpenCongress,neutral,hcr,The cool-as-heck ''Whipometer'' by @slate puts the chance of #hcr now passing at 98% with Stupak's support: http://www.slate.com/id/2247673/,nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10837033078,17388022,KMers,negative,other,Matsui on CSPAN. Proud to cast her vote for #hcr #p2. Now the bigot Foxx is on...what a joke.,nonmoral,fairness,fairness,fairness,loyalty,fairness,no moral,fairness
10835871976,23696410,BrentTeichman,negative,other,Stupak's opponent: http://is.gd/aROJS <--DONATE $ NOW. Kick has ASS out in November. #HCR #tcot #sgp (via @JackieSeal),nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10837127641,33655490,electdennisross,positive,other,"100% support AG McCollum's lawsuit to declare Health Care Bill Unconstitutional.  He's right on the law, and right to take action. #hcr #hc",authority,fairness,authority,fairness,care,authority,fairness,authority
10836541742,17293897,BorowitzReport,negative,other,"Stupak to vote yes, after being assured that no funds from the health care bill will be used for health care. #hcr",nonmoral,care,nonmoral,care,care,care,no moral,care
10837151564,18012982,andreaplunkett,negative,other,"RT @ljarratt Bart Stupak's campaign phone # (906) 863 -2800 Call, tell them you are donating to his opponent for his betrayal #teaparty #hcr",nonmoral,loyalty,loyalty,fairness,loyalty,loyalty,no moral,loyalty
10837334692,14344823,Senate_GOPs,neutral,gop,"If link to Senate GOP release on #hcr fix rule violation not working for you, try here: http://bit.ly/bE1XJ5 #tcot (via @Bill_Dupray)",nonmoral,nonmoral,nonmoral,nonmoral,authority,nonmoral,no moral,nonmoral
10837283275,7074742,PeterKinder,negative,hcr,"Caddell, continued: ''... This (#hcr) is political Jonestown.'' #pdk #tcot #teaparty #NewCongress",nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
10836957390,6685382,Thatcher,neutral,hcr,State of Florida to file suit the moment Obama signs #hcr,authority,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,authority,nonmoral
10837428889,34537273,KamaainaInOC,negative,hcr,"RT @wickedpoptart RT @amy_vrwc: SEIU busing in protestors..if ur a patriot in the DC area, get to the Hill NOW. #tcot #hcr #killthebill RT!",loyalty,loyalty,loyalty,loyalty,loyalty,loyalty,loyalty,loyalty
10837483849,16146117,RegularRon,negative,other,Sob story!  Drink!  #hcrdrinkinggame,nonmoral,nonmoral,nonmoral,nonmoral,care,nonmoral,no moral,nonmoral
10837466589,15816595,radleybalko,negative,other,GOP's #hcr outrage would ring more authentic were it not for Medicare D. Upside: Day when fed gov defaults on debt will now come sooner.,authority,nonmoral,nonmoral,nonmoral,fairness,nonmoral,authority,nonmoral
10837451971,17480967,timradioboy,negative,other,Isn't ANYONE concerned that we are a plutocracy & the health ins. co's spent a million per day on lobbying?  Am I alone & naive here?  #hcr,nonmoral,authority,nonmoral,care,fairness,nonmoral,no moral,nonmoral
10837396933,36515018,ang76h,negative,other,"RT @BrentTeichman: Congrats, Bart Stupak - You are trending on Twitter. That is what happens when u betray your country. #Treason #HCR",loyalty,loyalty,loyalty,loyalty,loyalty,loyalty,betrayal,loyalty
10836315846,56864092,RepMikeQuigley,neutral,hcr,Mike will vote 'yes' on health care provided there is no compromise on choice in the bill #hcrvote http://bit.ly/aFCr3U,nonmoral,authority,nonmoral,care,care,care,no moral,nonmoral
10837477406,21945413,fidris,positive,obama,Obama is going to get #hcr through...History will be made today people!!!,nonmoral,authority,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10837556744,16209123,MariaNYC,positive,hcr,"RT @EmpowerdPatient: As a stage 4 cancer fighter, #HCR may not come in time 4 me (4 yrs is 2 far out), but I'll B glad 4 millions of others.",nonmoral,care,care,care,loyalty,care,no moral,care
10837284981,16017475,fivethirtyeight,positive,gop,"Although electoral consequences of #hcr are highly uncertain, how many GOPers will go to bed tonight feeling remotely good about this?",nonmoral,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,no moral,nonmoral
10837501320,22153494,anthony954,positive,obama,"Roosevelt had the vision, Clinton attempted it, Obama will execute it #hcr",authority,nonmoral,fairness,nonmoral,authority,authority,authority,nonmoral
10837260225,15220768,DavidCornDC,neutral,other,About to go on MSNBC to talk #hcr. In moments.,purity,nonmoral,nonmoral,nonmoral,loyalty,nonmoral,degradation,nonmoral
10837362612,23696410,BrentTeichman,negative,other,"Congrats, Bart Stupak - You are trending on Twitter. That is what happens when u betray your country. #Treason #HCR",loyalty,loyalty,loyalty,loyalty,loyalty,loyalty,betrayal,loyalty
10837712388,50769180,IngrahamAngle,negative,other,Q: did Stupak get a promise from BHO for a big admin job when he loses in Nov? #tcot #hcr,nonmoral,nonmoral,nonmoral,nonmoral,fairness,nonmoral,no moral,nonmoral
10837862075,15492983,KimMoldofsky,neutral,other,When health care reform gets personal  #hcr http://whrrl.com/experience/story/19484971,nonmoral,nonmoral,nonmoral,care,care,care,no moral,nonmoral
10837632806,18464266,peterdaou,negative,gop,"RT @gregpinelo GOP opposed SocSec, Medicare, civil rights, minimum wage, seat belts, Clean Air Act. Now #HCR... via @@kombiz",nonmoral,fairness,fairness,fairness,care,fairness,fairness,fairness
10837821441,24431892,markos,neutral,hcr,RT @KatrinaNation My favorite provision of #hcr is tax on tanning booths. Now Boehner can eat crow 3x a week.,nonmoral,fairness,authority,nonmoral,care,nonmoral,no moral,nonmoral
10837597473,20144541,imcrazyriter,negative,hcr,This is NOT about our health anymore than the FLOTUS obesity speel is about our hips! It is about Control and Power! #TweetCongress #hcr,authority,authority,authority,care,authority,authority,authority,authority
10837942986,16017195,jodmentum,negative,hcr,Someone should ask for consent to revise and extend their remarks in opposition to this poopy health care bill. just to mix it up. #HCR,nonmoral,nonmoral,nonmoral,care,care,care,no moral,nonmoral
10837964862,15458694,HuffPolitics,neutral,dems,Outspoken Democratic Rep. Anthony Weiner faces the Tea Partiers http://bit.ly/bnG8YK #hcr,nonmoral,nonmoral,authority,nonmoral,care,nonmoral,no moral,nonmoral
10837275194,21541548,andilinks,negative,hcr,"#hcr is just 'foot in the door' for total control, they want it all-Alinsky Marxists... #tcot #p2 #gop #sgp #tlot #ocra #ucot #hhrs #teaparty",nonmoral,authority,nonmoral,authority,care,authority,authority,authority
